ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,FeedPrice,FeedPrice_lower,FeedPrice_upper,LayinghenPrice,LayinghenPrice_lower,LayinghenPrice_upper,Stock,Stock_lower,Stock_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-03-06,3.8626858866529705,3.449480401007342,3.7063746007419693,3.8626858866529705,3.8626858866529705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28440394690005516,-0.28440394690005516,-0.28440394690005516,0.0,0.0,0.0,-0.28440394690005516,-0.28440394690005516,-0.28440394690005516,0.0,0.0,0.0,3.5782819397529155
2023-03-13,3.8799697293773674,3.5244667956970646,3.765819646944859,3.8799697293773674,3.8799697293773674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2379395087509075,-0.2379395087509075,-0.2379395087509075,0.0,0.0,0.0,-0.2379395087509075,-0.2379395087509075,-0.2379395087509075,0.0,0.0,0.0,3.64203022062646
2023-03-20,3.8972535717127608,3.5751477104886686,3.8277833870926745,3.8972535717127608,3.8972535717127608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19918780411993947,-0.19918780411993947,-0.19918780411993947,0.0,0.0,0.0,-0.19918780411993947,-0.19918780411993947,-0.19918780411993947,0.0,0.0,0.0,3.6980657675928215
2023-03-27,3.914537414048154,3.5878349818329007,3.8238090798108315,3.914537414048154,3.914537414048154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2032359776809412,-0.2032359776809412,-0.2032359776809412,0.0,0.0,0.0,-0.2032359776809412,-0.2032359776809412,-0.2032359776809412,0.0,0.0,0.0,3.7113014363672128
2023-04-03,3.9318212563835475,3.5731690075755127,3.8196960256504293,3.9318212563835475,3.9318212563835475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24106073303669706,-0.24106073303669706,-0.24106073303669706,0.0,0.0,0.0,-0.24106073303669706,-0.24106073303669706,-0.24106073303669706,0.0,0.0,0.0,3.6907605233468503
2023-04-10,3.9491050987189404,3.55047579453521,3.808207885993658,3.9491050987189404,3.9491050987189404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2701791186784892,-0.2701791186784892,-0.2701791186784892,0.0,0.0,0.0,-0.2701791186784892,-0.2701791186784892,-0.2701791186784892,0.0,0.0,0.0,3.678925980040451
2023-04-17,3.966388941054334,3.5872690889408423,3.831543714665794,3.966388941054334,3.966388941054334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25830925394936494,-0.25830925394936494,-0.25830925394936494,0.0,0.0,0.0,-0.25830925394936494,-0.25830925394936494,-0.25830925394936494,0.0,0.0,0.0,3.708079687104969
2023-04-24,3.983672783389727,3.650652089053065,3.889789060348852,3.983672783389727,3.983672783389727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21219724735703246,-0.21219724735703246,-0.21219724735703246,0.0,0.0,0.0,-0.21219724735703246,-0.21219724735703246,-0.21219724735703246,0.0,0.0,0.0,3.771475536032695
2023-05-01,3.9931078436022154,3.7149489898487107,3.9588979133830686,3.9931078436022154,3.9931078436022154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16280347298206202,-0.16280347298206202,-0.16280347298206202,0.0,0.0,0.0,-0.16280347298206202,-0.16280347298206202,-0.16280347298206202,0.0,0.0,0.0,3.830304370620153
2023-05-08,4.002542903814704,3.7476554435909537,4.001710998082948,4.002542903814704,4.002542903814704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12836654429952518,-0.12836654429952518,-0.12836654429952518,0.0,0.0,0.0,-0.12836654429952518,-0.12836654429952518,-0.12836654429952518,0.0,0.0,0.0,3.874176359515179
2023-05-15,4.011977964027192,3.788743672487062,4.037588068147107,4.011977964027192,4.011977964027192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09972038805371336,-0.09972038805371336,-0.09972038805371336,0.0,0.0,0.0,-0.09972038805371336,-0.09972038805371336,-0.09972038805371336,0.0,0.0,0.0,3.912257575973479
2023-05-22,4.02141302423968,3.8386332561426073,4.090855812033537,4.02141302423968,4.02141302423968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06229016417790196,-0.06229016417790196,-0.06229016417790196,0.0,0.0,0.0,-0.06229016417790196,-0.06229016417790196,-0.06229016417790196,0.0,0.0,0.0,3.9591228600617785
